#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1082: Grand Targhee, WY
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Snow Depth                  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  K      Estimate            Estimate
#  C      Correction          A different equation has been applied to the original sensor voltage
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#  M      Missing             Value is missing
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Grand Targhee (1082) 
# Wyoming  SNOTEL Site - 9260 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Apr 22, 2026, 3:04:41 PM GMT-08:00
#
Date,Grand Targhee (1082) Snow Water Equivalent (in) Start of Day Values,Grand Targhee (1082) Precipitation Accumulation (in) Start of Day Values,Grand Targhee (1082) Air Temperature Average (degF),Grand Targhee (1082) Air Temperature Maximum (degF),Grand Targhee (1082) Air Temperature Minimum (degF),Grand Targhee (1082) Snow Depth (in) Start of Day Values
2022-10-18,0.0,0.4,46.6,57.4,40.3,0
2022-10-19,0.0,0.4,46.0,56.8,40.6,0
2022-10-20,0.0,0.4,42.6,50.9,37.2,0
2022-10-21,0.0,0.4,38.8,44.8,32.0,0
2022-10-22,0.3,0.5,26.2,32.0,19.2,2
2022-10-23,1.3,1.0,16.9,19.8,14.2,12
2022-10-24,2.1,1.6,16.7,23.0,10.0,16
2022-10-25,2.4,2.0,19.6,25.5,13.3,17
2022-10-26,2.9,2.5,17.2,23.9,9.7,18
2022-10-27,3.3,2.9,15.6,25.7,9.7,21
2022-10-28,3.3,2.9,23.2,34.7,12.0,19
2022-10-29,3.3,3.1,27.0,39.2,20.5,18
2022-10-30,3.3,3.1,26.6,37.4,21.6,18
2022-10-31,3.4,3.2,30.7,36.1,25.5,16
2022-11-01,3.4,3.2,36.7,42.1,34.3,16
2022-11-02,3.4,3.2,17.8,33.4,8.1,15
2022-11-03,4.1,3.4,11.8,19.4,7.3,19
2022-11-04,4.1,3.5,13.8,20.3,8.2,20
2022-11-05,5.4,4.1,19.9,25.9,8.8,28
2022-11-06,7.9,4.9,14.2,21.9,7.0,35
2022-11-07,7.9,5.0,25.2,30.0,18.7,33
2022-11-08,9.1,5.8,24.4,28.8,20.5,41
2022-11-09,10.0,6.5,19.4,27.7,10.6,46
2022-11-10,10.6,6.7,7.5,10.8,5.0,49
2022-11-11,11.0,6.8,7.3,18.3,-1.7,56
2022-11-12,11.1,6.9,17.6,31.8,10.0,52
2022-11-13,11.1,7.2,11.5,21.6,5.4,48
2022-11-14,11.1,7.2,10.2,16.0,5.7,46
2022-11-15,11.1,7.2,10.8,18.3,7.3,46
2022-11-16,11.1,7.2,13.5,23.2,7.9,44
2022-11-17,11.1,7.2,5.5,15.1,-3.3,42
2022-11-18,11.1,7.2,5.0,17.4,-2.6,46
2022-11-19,11.1,7.2,13.6,27.0,6.4,43
2022-11-20,11.1,7.3,18.3,29.1,13.8,42
2022-11-21,11.1,7.3,19.6,28.4,13.8,41
2022-11-22,11.1,7.3,23.0,32.9,17.4,41
2022-11-23,11.1,7.4,15.6,20.8,10.6,40
2022-11-24,11.7,7.8,21.6,32.0,10.2,46
2022-11-25,11.7,7.9,31.5,44.8,23.5,45
2022-11-26,11.8,7.9,19.0,23.2,10.9,44
2022-11-27,12.1,8.1,14.4,16.2,12.9,46
2022-11-28,12.4,8.1,7.3,16.2,0.3,47
2022-11-29,12.8,8.3,1.6,4.6,-1.1,52
2022-11-30,13.0,8.4,13.1,19.0,3.6,50
2022-12-01,13.3,8.7,19.6,21.6,13.8,52
2022-12-02,15.6,9.4,3.2,13.1,-4.0,63
2022-12-03,15.7,9.4,10.8,23.2,-1.1,62
2022-12-04,15.7,9.8,22.5,27.3,13.5,60
2022-12-05,16.3,10.1,13.5,18.9,11.5,60
2022-12-06,16.4,10.1,12.4,15.3,11.1,59
2022-12-07,16.7,10.2,9.7,24.4,4.6,63
2022-12-08,16.7,10.4,9.0,14.4,3.6,61
2022-12-09,16.8,10.4,10.2,14.7,4.6,60
2022-12-10,16.8,10.4,18.0,23.2,4.6,59
2022-12-11,16.9,10.5,20.5,22.5,19.0,58
2022-12-12,17.0,10.6,17.6,24.3,10.6,58
2022-12-13,17.0,10.6,11.7,17.4,7.9,59
2022-12-14,17.0,10.7,8.1,12.2,3.9,58
2022-12-15,17.1,10.7,4.5,7.2,2.5,60
2022-12-16,17.2,10.7,2.7,12.9,-0.6,60
2022-12-17,17.2,10.8,6.4,16.0,-0.2,58
2022-12-18,17.2,10.8,9.9,14.7,5.5,57
2022-12-19,17.3,10.8,8.1,10.4,6.1,56
2022-12-20,17.3,10.8,13.1,15.1,10.6,56
2022-12-21,17.5,11.0,4.3,17.6,-15.3,56
2022-12-22,18.5,11.0,-12.5,-1.1,-21.3,62
2022-12-23,18.5,11.0,11.8,19.6,-1.7,60
2022-12-24,19.0,11.4,21.9,27.1,18.3,61
2022-12-25,19.1,11.6,23.5,24.6,22.5,61
2022-12-26,19.3,11.8,27.9,31.3,23.9,62
2022-12-27,19.3,11.9,25.7,29.3,18.9,62
2022-12-28,19.3,12.0,13.6,18.3,9.9,58
2022-12-29,19.5,12.1,8.8,12.0,4.5,69
2022-12-30,19.8,12.2,15.6,18.3,10.2,72
2022-12-31,20.4,12.7,19.2,21.7,15.8,72
2023-01-01,21.0,13.2,16.2,20.3,13.5,71
2023-01-02,21.0,13.2,15.3,23.2,12.9,70
2023-01-03,21.0,13.3,9.5,13.1,6.3,68
2023-01-04,21.1,13.3,10.2,15.3,7.3,73
2023-01-05,21.3,13.4,21.7,25.3,12.6,71
2023-01-06,21.6,13.6,21.6,28.0,18.9,71
2023-01-07,21.8,13.8,18.7,29.3,14.9,71
2023-01-08,21.8,13.8,19.2,23.9,16.3,70
2023-01-09,22.0,13.8,20.8,25.2,12.6,69
2023-01-10,22.3,13.9,21.9,25.2,19.0,69
2023-01-11,22.4,14.0,17.6,22.3,14.7,70
2023-01-12,23.8,14.9,18.3,23.9,11.5,78
2023-01-13,23.8,15.0,29.1,35.2,24.3,77
2023-01-14,23.9,15.0,23.0,26.6,21.2,76
2023-01-15,24.1,15.1,21.4,27.1,16.3,78
2023-01-16,24.9,15.6,14.7,22.5,10.2,83
2023-01-17,25.1,15.6,13.6,22.3,6.4,84
2023-01-18,25.1,15.6,7.3,15.8,3.4,82
2023-01-19,25.2,15.6,11.7,23.0,5.9,80
2023-01-20,25.2,15.6,11.5,21.9,5.5,81
2023-01-21,25.2,15.6,10.6,21.7,3.6,78
2023-01-22,25.2,15.6,7.7,15.1,2.3,78
2023-01-23,25.3,15.6,11.5,20.1,5.0,78
2023-01-24,25.3,15.6,6.1,12.7,1.2,77
2023-01-25,25.4,15.6,8.1,14.0,3.2,81
2023-01-26,25.6,15.7,12.7,16.9,10.0,80
2023-01-27,26.1,16.2,14.5,15.6,13.6,84
2023-01-28,28.1,17.4,9.5,15.1,-1.1,98
2023-01-29,28.8,17.6,-1.3,12.9,-15.7,106
2023-01-30,28.8,17.7,-10.1,5.4,-15.2,101
2023-01-31,28.8,17.7,0.3,10.2,-11.0,99
2023-02-01,28.8,17.7,10.6,18.3,2.3,96
2023-02-02,28.8,17.8,16.9,26.8,9.0,94
2023-02-03,28.9,17.8,23.5,29.8,17.8,93
2023-02-04,28.9,17.9,18.0,21.4,15.4,91
2023-02-05,28.9,17.9,20.1,26.8,14.7,90
2023-02-06,29.7,18.3,15.4,19.6,13.6,97
2023-02-07,29.9,18.6,16.3,25.0,12.0,96
2023-02-08,29.9,18.6,10.8,15.4,1.2,94
2023-02-09,29.9,18.6,5.9,24.4,-3.3,95
2023-02-10,29.9,18.6,20.7,31.3,8.2,93
2023-02-11,30.0,18.6,24.6,35.6,16.7,91
2023-02-12,30.0,18.7,22.1,35.8,15.1,90
2023-02-13,30.0,18.7,21.6,31.3,11.1,90
2023-02-14,30.0,18.7,7.2,13.1,0.7,91
2023-02-15,30.3,18.7,4.5,17.4,-1.3,92
2023-02-16,30.4,18.7,8.1,19.8,-1.3,90
2023-02-17,30.4,18.7,15.3,24.8,10.2,90
2023-02-18,30.4,18.8,10.6,15.3,8.1,88
2023-02-19,31.0,18.8,10.8,15.3,7.2,101
2023-02-20,31.4,19.2,19.6,22.1,15.1,101
2023-02-21,32.7,20.4,17.2,22.3,11.3,100
2023-02-22,33.5,20.8,3.2,11.1,-4.4,102
2023-02-23,33.6,21.0,3.6,14.2,-0.9,102
2023-02-24,33.7,21.1,7.7,14.0,1.4,101
2023-02-25,33.7,21.2,18.3,26.8,10.8,100
2023-02-26,33.8,21.4,20.3,25.2,13.6,99
2023-02-27,33.9,21.4,11.1,17.2,5.2,98
2023-02-28,34.3,21.5,7.7,13.1,4.5,103
2023-03-01,34.8,21.6,11.7,25.2,5.5,107
2023-03-02,35.2,21.8,9.9,25.9,3.6,114
2023-03-03,35.5,21.9,7.9,12.6,2.8,115
2023-03-04,36.1,22.0,10.6,18.3,-1.5,120
2023-03-05,36.3,22.2,11.3,22.5,4.6,116
2023-03-06,36.4,22.2,8.4,17.6,2.7,113
2023-03-07,36.7,22.5,6.8,20.1,-1.7,115
2023-03-08,36.7,22.5,9.5,19.0,2.8,112
2023-03-09,36.7,22.5,11.8,17.8,6.1,110
2023-03-10,37.0,22.7,18.3,27.5,8.8,109
2023-03-11,37.2,22.8,10.4,20.3,4.6,106
2023-03-12,37.2,22.8,14.7,24.4,6.3,106
2023-03-13,37.3,22.9,22.6,25.3,19.6,105
2023-03-14,37.7,23.2,25.7,29.7,22.5,106
2023-03-15,38.3,23.6,17.4,27.3,5.0,107
2023-03-16,38.4,23.7,9.0,23.9,1.2,108
2023-03-17,38.4,23.7,12.7,28.8,2.5,107
2023-03-18,38.4,23.7,16.0,28.2,6.3,106
2023-03-19,38.4,23.7,19.9,28.4,12.2,105
2023-03-20,38.6,23.9,19.0,25.0,12.0,104
2023-03-21,39.4,24.7,15.3,24.8,9.7,111
2023-03-22,39.5,24.8,19.9,29.7,13.1,110
2023-03-23,40.0,25.3,17.6,21.9,15.4,115
2023-03-24,40.6,25.5,11.7,17.8,5.9,119
2023-03-25,41.4,25.8,6.6,11.8,3.9,128
2023-03-26,42.9,26.0,5.7,12.9,1.9,146
2023-03-27,43.2,26.2,7.5,24.8,-1.3,140
2023-03-28,43.4,26.2,16.9,27.7,2.8,135
2023-03-29,43.5,26.7,25.7,31.5,22.5,133
2023-03-30,43.6,27.3,17.6,23.4,14.2,129
2023-03-31,44.1,27.5,16.2,19.9,14.2,131
2023-04-01,44.8,27.8,18.3,20.7,13.8,133
2023-04-02,45.0,27.9,13.3,18.9,8.2,130
2023-04-03,45.2,28.2,16.2,31.3,6.8,132
2023-04-04,45.3,28.5,12.7,24.8,4.6,131
2023-04-05,45.3,29.2,9.7,23.4,0.7,128
2023-04-06,45.4,29.4,15.6,28.8,4.3,128
2023-04-07,45.4,29.6,28.0,40.5,18.7,126
2023-04-08,45.6,29.7,25.5,32.7,20.7,124
2023-04-09,45.6,29.7,30.9,38.5,24.6,123
2023-04-10,45.6,29.9,42.4,56.1,29.1,120
2023-04-11,45.9,29.9,42.1,45.9,37.9,118
2023-04-12,46.5,29.9,35.2,41.7,27.0,115
2023-04-13,47.4,30.2,15.3,27.1,6.3,120
2023-04-14,48.1,30.4,13.5,23.4,5.0,125
2023-04-15,47.8,30.4,18.7,29.7,6.6,122
2023-04-16,47.8,30.4,32.9,43.2,19.9,120
2023-04-17,47.7,30.5,32.7,39.9,22.6,116
2023-04-18,48.0,30.7,18.3,29.1,8.6,117
2023-04-19,48.6,30.8,10.9,17.6,5.9,122
2023-04-20,49.1,30.8,14.4,23.9,5.5,132
2023-04-21,49.1,30.8,16.9,27.7,10.8,126
2023-04-22,49.4,31.2,19.0,32.7,10.4,126
2023-04-23,49.4,31.2,24.8,38.5,13.1,125
2023-04-24,49.4,31.3,27.1,35.1,20.7,122
2023-04-25,50.3,31.7,29.7,43.7,20.3,128
2023-04-26,50.4,31.8,32.9,41.4,25.2,124
2023-04-27,50.5,31.8,30.2,40.5,18.7,121
2023-04-28,50.5,31.8,35.1,48.6,20.7,119
2023-04-29,50.6,31.8,43.0,54.1,32.4,118
2023-04-30,50.4,31.9,47.5,58.8,37.9,115
2023-05-01,50.0,32.1,51.1,63.0,40.5,112
2023-05-02,49.5,32.4,48.6,58.3,38.7,110
2023-05-03,48.4,32.6,47.7,59.0,37.2,108
2023-05-04,47.8,32.9,41.0,51.6,32.4,106
2023-05-05,46.9,33.0,31.6,42.6,26.4,104
2023-05-06,46.1,33.0,28.4,37.0,24.8,104
2023-05-07,45.4,33.1,27.0,33.1,23.9,103
2023-05-08,45.3,33.2,30.9,42.3,23.2,104
2023-05-09,45.7,33.6,32.5,41.2,24.8,107
2023-05-10,45.7,33.6,37.8,45.5,29.1,103
2023-05-11,45.8,33.6,36.9,47.5,28.2,103
2023-05-12,45.9,33.6,40.3,53.8,29.5,101
2023-05-13,45.9,33.6,39.4,47.8,33.4,99
2023-05-14,45.9,33.6,43.7,56.1,36.7,96
2023-05-15,45.4,33.7,44.1,55.0,38.1,94
2023-05-16,44.4,33.7,43.7,53.6,36.7,92
2023-05-17,43.5,33.7,42.4,56.5,36.5,90
2023-05-18,43.0,33.8,44.8,57.0,34.0,88
2023-05-19,42.4,33.8,48.2,62.1,36.7,86
2023-05-20,41.2,33.9,51.6,64.8,41.4,84
2023-05-21,40.3,33.9,51.1,68.2,42.6,82
2023-05-22,39.2,33.9,48.4,58.5,42.6,80
2023-05-23,38.9,33.9,43.9,60.1,36.0,78
2023-05-24,38.0,34.2,42.1,56.1,36.9,76
2023-05-25,37.2,34.8,44.2,55.6,36.7,74
2023-05-26,36.1,34.8,42.1,50.0,34.3,74
2023-05-27,35.4,34.8,39.2,48.4,34.3,72
2023-05-28,34.8,34.8,40.3,47.7,34.0,71
2023-05-29,34.2,34.8,42.3,53.6,37.8,69
2023-05-30,33.6,35.0,43.0,54.9,35.8,68
2023-05-31,32.4,35.0,46.8,59.4,38.3,66
2023-06-01,31.4,35.0,44.6,58.3,38.5,64
2023-06-02,30.3,35.0,39.6,46.4,36.7,63
2023-06-03,30.3,35.7,40.6,49.6,36.5,61
2023-06-04,29.4,36.1,47.8,60.8,37.9,61
2023-06-05,28.0,36.1,49.8,61.2,41.2,56
2023-06-06,26.6,36.2,49.8,63.0,42.1,54
2023-06-07,25.3,36.2,49.8,63.1,42.1,52
2023-06-08,23.8,36.2,45.0,55.2,37.4,49
2023-06-09,22.6,36.3,46.2,59.0,37.9,45
2023-06-10,21.4,36.4,45.5,55.6,39.2,44
2023-06-11,20.6,36.5,45.9,58.6,40.5,44
2023-06-12,19.5,36.6,44.4,55.2,38.1,40
2023-06-13,18.3,36.9,42.3,50.4,37.2,38
2023-06-14,17.6,37.2,42.1,48.2,35.1,36
2023-06-15,15.6,37.2,39.2,47.3,33.3,33
2023-06-16,14.7,37.2,41.2,50.4,34.3,31
2023-06-17,14.0,37.2,43.0,49.8,39.0,29
2023-06-18,12.9,37.4,40.6,46.6,34.7,26
2023-06-19,11.6,37.8,36.7,43.5,30.0,26
2023-06-20,11.3,38.7,34.7,46.8,26.2,25
2023-06-21,11.0,38.8,38.5,47.7,28.4,24
2023-06-22,9.8,38.8,47.8,59.0,31.3,22
2023-06-23,8.5,38.9,41.2,50.0,32.2,19
2023-06-24,7.9,39.1,43.2,54.1,33.8,18
2023-06-25,6.4,39.1,49.5,59.7,40.6,19
2023-06-26,4.1,39.2,49.3,60.8,42.6,11
2023-06-27,2.9,39.3,46.4,55.8,38.3,10
2023-06-28,1.6,39.4,45.7,54.1,36.5,7
2023-06-29,0.5,39.4,48.4,57.4,39.9,2
2023-06-30,0.0,39.4,52.5,63.0,42.6,0
2023-07-01,0.0,39.4,54.3,64.4,44.6,0
2023-07-02,0.0,39.6,56.1,63.5,48.0,0
2023-07-03,0.0,39.6,56.5,62.6,49.3,0
2023-07-04,0.0,39.6,49.5,57.6,40.8,0
2023-07-05,0.0,39.6,49.5,58.6,39.6,0
2023-07-06,0.0,39.6,51.8,59.9,44.6,0
2023-07-07,0.0,39.6,54.3,63.1,43.0,0
2023-07-08,0.0,39.6,55.0,63.5,46.8,0
2023-07-09,0.0,39.6,58.5,66.6,48.0,0
2023-07-10,0.0,39.6,61.9,68.4,56.7,0
2023-07-11,0.0,39.6,57.7,64.0,52.0,0
2023-07-12,0.0,39.6,57.7,66.9,49.1,0
2023-07-13,0.0,39.6,57.7,64.2,50.0,0
2023-07-14,0.0,39.6,55.4,63.1,48.2,0
2023-07-15,0.0,39.6,57.9,65.5,51.1,0
2023-07-16,0.0,39.6,63.3,73.0,53.4,0
2023-07-17,0.0,39.6,63.7,69.8,57.7,0
2023-07-18,0.0,39.6,61.0,68.4,54.9,0
2023-07-19,0.0,39.6,59.5,68.7,51.3,0
2023-07-20,0.0,39.6,58.6,67.1,51.4,0
2023-07-21,0.0,39.6,61.3,69.6,51.3,0
2023-07-22,0.0,39.6,66.0,74.5,57.9,0
2023-07-23,0.0,39.6,66.9,77.2,57.9,0
2023-07-24,0.0,39.6,61.2,72.0,46.8,0
2023-07-25,0.0,40.1,57.0,64.4,48.6,0
2023-07-26,0.0,40.2,60.6,67.1,53.8,0
2023-07-27,0.0,40.2,58.3,64.4,49.1,0
2023-07-28,0.0,40.2,60.8,68.0,52.9,0
2023-07-29,0.0,40.2,64.8,73.9,55.4,0
2023-07-30,0.0,40.2,64.9,72.0,59.4,0
2023-07-31,0.0,40.2,62.2,69.6,56.7,0
2023-08-01,0.0,40.2,60.8,70.2,53.6,0
2023-08-02,0.0,40.2,52.0,57.9,48.0,0
2023-08-03,0.0,40.6,49.1,55.6,46.0,0
2023-08-04,0.0,41.6,46.0,48.0,44.8,0
2023-08-05,0.0,42.6,49.6,58.5,42.6,0
2023-08-06,0.0,42.7,48.4,57.6,42.3,0
2023-08-07,0.0,42.9,47.1,53.8,40.6,0
2023-08-08,0.0,42.9,42.6,47.3,39.4,0
2023-08-09,0.0,43.0,49.6,59.0,40.3,0
2023-08-10,0.0,43.0,54.0,61.3,49.3,0
2023-08-11,0.0,43.0,55.2,63.1,47.3,0
2023-08-12,0.0,43.0,56.7,65.3,51.3,0
2023-08-13,0.0,43.0,54.7,63.1,47.1,0
2023-08-14,0.0,43.0,58.5,68.0,48.9,0
2023-08-15,0.0,43.0,62.8,71.2,52.5,0
2023-08-16,0.0,43.0,63.7,72.0,55.6,0
2023-08-17,0.0,43.0,63.3,72.9,54.7,0
2023-08-18,0.0,43.0,58.3,64.9,53.6,0
2023-08-19,0.0,43.0,56.7,63.0,52.9,0
2023-08-20,0.0,43.1,51.3,54.9,47.7,0
2023-08-21,0.0,43.8,55.9,63.3,49.3,0
2023-08-22,0.0,43.8,51.3,57.2,47.7,0
2023-08-23,0.0,43.9,51.1,58.6,44.1,0
2023-08-24,0.0,44.2,56.1,65.3,48.6,0
2023-08-25,0.0,44.2,57.0,65.1,49.6,0
2023-08-26,0.0,44.2,57.0,65.7,51.1,0
2023-08-27,0.0,44.2,54.7,64.2,48.2,0
2023-08-28,0.0,44.3,55.8,66.6,46.6,0
2023-08-29,0.0,44.3,59.9,69.1,50.4,0
2023-08-30,0.0,44.3,46.8,52.5,38.8,0
2023-08-31,0.0,44.4,51.1,62.1,37.9,0
2023-09-01,0.0,44.4,56.1,62.1,50.0,0
2023-09-02,0.0,44.4,51.6,58.6,47.8,0
2023-09-03,0.0,44.4,47.8,54.3,40.6,0
2023-09-04,0.0,45.3,39.6,42.4,38.3,0
2023-09-05,0.0,46.6,43.2,50.2,37.9,0
2023-09-06,0.0,46.9,46.8,55.9,38.1,0
2023-09-07,0.0,46.9,50.4,57.9,42.3,0
2023-09-08,0.0,46.9,52.7,59.2,46.8,0
2023-09-09,0.0,47.0,51.4,59.5,45.7,0
2023-09-10,0.0,47.0,51.1,59.4,45.5,0
2023-09-11,0.0,47.0,50.9,59.4,43.9,0
2023-09-12,0.0,47.0,51.8,59.9,47.3,0
2023-09-13,0.0,47.0,45.7,53.8,38.8,0
2023-09-14,0.0,47.1,44.8,55.2,36.9,0
2023-09-15,0.0,47.1,46.8,56.1,39.9,0
2023-09-16,0.0,47.1,49.5,58.8,40.8,0
2023-09-17,0.0,47.1,51.1,58.6,45.0,0
2023-09-18,0.0,47.1,49.8,58.8,45.5,0
2023-09-19,0.0,47.1,46.6,54.3,40.6,0
2023-09-20,0.0,47.1,40.1,49.5,32.2,0
2023-09-21,0.0,47.8,34.7,39.9,31.8,0
2023-09-22,0.0,48.6,30.6,36.3,27.1,0
2023-09-23,0.2,48.9,34.0,41.4,28.4,1
2023-09-24,0.0,48.9,43.7,51.4,35.1,0
2023-09-25,0.0,48.9,50.4,58.5,42.6,0
2023-09-26,0.0,48.9,51.4,57.9,45.5,0
2023-09-27,0.0,48.9,46.2,55.6,36.9,0
2023-09-28,0.0,48.9,38.5,43.7,31.6,0
2023-09-29,0.0,48.9,43.9,50.9,34.2,0
2023-09-30,0.0,48.9,49.5,56.1,42.1,0
2023-10-01,0.0,0.0,40.6,48.6,33.8,0
2023-10-02,0.0,0.1,33.1,37.9,29.8,0
2023-10-03,0.2,0.6,29.8,31.5,27.5,4
2023-10-04,1.4,2.0,32.0,33.4,30.0,11
2023-10-05,1.4,2.2,36.7,43.5,31.6,9
2023-10-06,1.2,2.2,38.7,50.0,30.9,6
2023-10-07,1.1,2.2,44.1,55.4,36.9,6
2023-10-08,1.0,2.2,46.0,55.9,39.4,6
2023-10-09,0.9,2.2,47.5,55.6,39.4,4
2023-10-10,0.8,2.2,41.9,51.4,32.0,4
2023-10-11,0.6,2.4,30.2,34.9,27.1,3
2023-10-12,0.8,2.8,29.5,34.9,26.4,4
2023-10-13,1.4,3.4,31.3,40.5,25.0,10
2023-10-14,1.4,3.4,33.4,38.5,29.5,8
2023-10-15,1.4,3.4,40.3,49.8,32.5,8
2023-10-16,1.3,3.4,47.3,56.8,38.8,7
2023-10-17,1.3,3.5,42.4,47.5,35.8,7
2023-10-18,1.1,3.5,40.5,49.6,34.3,5
2023-10-19,1.0,3.5,46.2,54.3,39.9,5
2023-10-20,1.0,3.5,46.8,55.6,41.4,5
2023-10-21,0.9,3.5,44.1,54.3,39.4,4
2023-10-22,0.8,3.5,44.2,50.7,39.0,3
2023-10-23,0.7,3.5,35.2,44.8,32.5,3
2023-10-24,0.8,3.7,32.4,36.5,29.7,3
2023-10-25,0.8,3.7,30.2,37.4,26.2,4
2023-10-26,2.9,5.0,16.2,26.4,10.6,20
2023-10-27,3.2,5.3,15.3,20.1,9.7,22
2023-10-28,3.3,5.4,12.2,23.2,4.3,21
2023-10-29,3.4,5.7,8.1,22.3,1.9,21
2023-10-30,3.4,5.8,13.3,27.0,5.5,20
2023-10-31,3.4,6.0,22.5,31.8,12.7,18
2023-11-01,3.5,6.0,28.8,37.8,24.8,18
2023-11-02,3.5,6.1,27.5,30.6,23.5,18
2023-11-03,5.3,7.2,30.7,31.6,28.8,25
2023-11-04,5.7,7.7,31.8,41.9,23.5,24
2023-11-05,5.7,7.8,30.0,32.5,28.4,24
2023-11-06,6.4,8.1,29.3,33.3,23.7,27
2023-11-07,6.9,8.3,22.5,24.6,20.5,30
2023-11-08,6.9,8.3,18.9,26.4,13.3,28
2023-11-09,6.9,8.3,16.5,25.9,10.2,27
2023-11-10,6.9,8.3,21.0,27.1,16.0,27
2023-11-11,6.9,8.3,23.9,27.1,20.3,27
2023-11-12,6.9,8.3,30.4,40.8,21.6,27
2023-11-13,6.9,8.3,34.3,41.0,28.0,27
2023-11-14,6.9,8.3,31.6,36.9,28.0,26
2023-11-15,6.9,8.3,34.3,40.3,30.0,26
2023-11-16,6.9,8.3,29.8,34.2,24.6,26
2023-11-17,6.9,8.3,27.3,36.1,23.2,25
2023-11-18,6.9,8.3,29.5,34.3,25.5,25
2023-11-19,6.9,8.3,25.3,28.4,20.3,25
2023-11-20,7.3,8.7,17.4,21.0,13.1,28
2023-11-21,7.3,8.7,30.6,44.4,20.5,28
2023-11-22,7.4,8.8,26.6,32.7,20.8,28
2023-11-23,7.4,8.8,20.8,25.0,15.1,27
2023-11-24,7.4,8.8,14.7,20.8,11.8,27
2023-11-25,7.4,8.9,10.2,21.4,6.3,27
2023-11-26,7.4,8.9,10.8,20.5,5.7,27
2023-11-27,7.4,8.9,17.8,28.2,8.6,27
2023-11-28,7.5,9.0,25.3,35.8,19.6,27
2023-11-29,7.5,9.0,20.8,30.9,14.5,27
2023-11-30,7.5,9.0,15.3,20.1,11.7,27
2023-12-01,7.7,9.1,12.4,14.9,9.5,27
2023-12-02,8.9,9.5,13.5,19.0,9.5,44
2023-12-03,9.9,10.1,16.5,24.8,8.8,45
2023-12-04,10.6,10.6,25.0,28.2,21.0,46
2023-12-05,10.8,10.8,29.7,32.0,27.3,44
2023-12-06,10.8,10.9,30.9,37.9,25.7,44
2023-12-07,10.8,10.9,19.8,30.6,15.3,42
2023-12-08,11.9,11.2,13.3,19.8,9.0,48
2023-12-09,12.8,11.9,6.3,12.4,0.7,61
2023-12-10,12.8,12.0,13.3,18.7,7.2,58
2023-12-11,13.2,12.2,20.8,30.0,16.7,59
2023-12-12,13.2,12.4,20.8,27.9,17.2,57
2023-12-13,13.2,12.4,23.5,37.4,18.0,55
2023-12-14,13.2,12.4,21.9,34.0,16.7,53
2023-12-15,13.2,12.4,23.9,36.1,15.8,52
2023-12-16,13.2,12.4,27.0,36.1,21.0,50
2023-12-17,13.2,12.4,26.6,38.5,18.7,50
2023-12-18,13.2,12.4,32.5,38.1,27.1,49
2023-12-19,13.3,12.5,30.0,35.6,25.9,48
